ANO,MES,EMPRESA,ORIGEM,DESTINO,TARIFA,ASSENTOS
2018,5,TAM,SBRF,SBSP,"316,4",2
2018,5,TAM,SBRF,SBSP,"316,9",8
2018,5,TAM,SBRF,SBSP,"317,9",24
2018,5,TAM,SBRF,SBSP,321,1
2018,5,TAM,SBRF,SBSP,"321,21",1
2018,5,TAM,SBRF,SBSP,"323,9",1
2018,5,TAM,SBRF,SBSP,324,13
2018,5,TAM,SBRF,SBSP,"324,9",277
2018,5,TAM,SBRF,SBSP,"326,9",1
2018,5,TAM,SBRF,SBSP,331,2
2018,5,TAM,SBRF,SBSP,"332,9",1
2018,5,TAM,SBRF,SBSP,333,46
2018,5,TAM,SBRF,SBSP,"338,9",3
2018,5,TAM,SBRF,SBSP,339,2
2018,5,TAM,SBRF,SBSP,"339,9",3
2018,5,TAM,SBRF,SBSP,"340,9",15
2018,5,TAM,SBRF,SBSP,349,1
2018,5,TAM,SBRF,SBSP,350,97
2018,5,TAM,SBRF,SBSP,"350,9",2
2018,5,TAM,SBRF,SBSP,"353,9",52
2018,5,TAM,SBRF,SBSP,"353,91",2
2018,5,TAM,SBRF,SBSP,"356,9",89
2018,5,TAM,SBRF,SBSP,"356,91",1
2018,5,TAM,SBRF,SBSP,"359,9",12
2018,5,TAM,SBRF,SBSP,"361,4",1
2018,5,TAM,SBRF,SBSP,"367,9",17
2018,5,TAM,SBRF,SBSP,369,49
2018,5,TAM,SBRF,SBSP,"369,88",2
2018,5,TAM,SBRF,SBSP,"369,9",12
2018,5,TAM,SBRF,SBSP,374,2
2018,5,TAM,SBRF,SBSP,"374,9",38
2018,5,TAM,SBRF,SBSP,"376,9",1
2018,5,TAM,SBRF,SBSP,"386,9",2
2018,5,TAM,SBRF,SBSP,"388,9",1
2018,5,TAM,SBRF,SBSP,"391,9",15
2018,5,TAM,SBRF,SBSP,"398,9",26
2018,5,TAM,SBRF,SBSP,"404,9",6
2018,5,TAM,SBRF,SBSP,405,7
2018,5,TAM,SBRF,SBSP,"406,9",8
2018,5,TAM,SBRF,SBSP,"411,9",5
2018,5,TAM,SBRF,SBSP,"415,9",4
2018,5,TAM,SBRF,SBSP,419,1
2018,5,TAM,SBRF,SBSP,422,1
2018,5,TAM,SBRF,SBSP,424,3
2018,5,TAM,SBRF,SBSP,"425,9",25
2018,5,TAM,SBRF,SBSP,443,5
2018,5,TAM,SBRF,SBSP,"444,9",2
2018,5,TAM,SBRF,SBSP,"446,9",3
2018,5,TAM,SBRF,SBSP,450,3
2018,5,TAM,SBRF,SBSP,457,1
2018,5,TAM,SBRF,SBSP,"459,9",2
2018,5,TAM,SBRF,SBSP,"466,9",2
2018,5,TAM,SBRF,SBSP,"467,9",1
2018,5,TAM,SBRF,SBSP,"480,9",3
2018,5,TAM,SBRF,SBSP,"496,9",3
2018,5,TAM,SBRF,SBSP,"500,31",1
2018,5,TAM,SBRF,SBSP,502,8
2018,5,TAM,SBRF,SBSP,"511,9",1
2018,5,TAM,SBRF,SBSP,"545,9",2
2018,5,TAM,SBRF,SBSP,"562,99",1
2018,5,TAM,SBRF,SBSP,579,1
2018,5,TAM,SBRF,SBSP,"610,9",1
2018,5,TAM,SBRF,SBSP,631,2
2018,5,TAM,SBRF,SBSP,"652,9",3
2018,5,TAM,SBRF,SBSP,"709,9",1
2018,5,TAM,SBRF,SBSP,"754,01",1
2018,5,TAM,SBRF,SBSP,"809,9",1
2018,5,TAM,SBRF,SBSP,901,1
2018,5,TAM,SBRF,SBSP,"930,99",1
2018,6,AZU,SBRF,SBSP,"195,21",3
2018,6,AZU,SBRF,SBSP,"199,4",1
2018,6,AZU,SBRF,SBSP,"237,42",1
2018,6,AZU,SBRF,SBSP,"249,25",3
2018,6,AZU,SBRF,SBSP,"251,9",1
2018,6,AZU,SBRF,SBSP,"254,5",1
2018,6,AZU,SBRF,SBSP,"254,73",1
2018,6,AZU,SBRF,SBSP,"260,9",1
2018,6,AZU,SBRF,SBSP,"267,9",2
2018,6,AZU,SBRF,SBSP,"268,75",3
2018,6,AZU,SBRF,SBSP,"270,9",2
2018,6,AZU,SBRF,SBSP,"273,9",3
2018,6,AZU,SBRF,SBSP,"294,75",2
2018,6,AZU,SBRF,SBSP,"300,9",2
2018,6,AZU,SBRF,SBSP,"307,7",1
2018,6,AZU,SBRF,SBSP,319,2
2018,6,AZU,SBRF,SBSP,"323,9",1
2018,6,AZU,SBRF,SBSP,"409,9",1
2018,6,AZU,SBRF,SBSP,"410,9",5
2018,6,AZU,SBRF,SBSP,"458,9",1
2018,6,AZU,SBRF,SBSP,"668,9",1
2018,6,AZU,SBRF,SBSP,"777,9",2
2018,6,GLO,SBRF,SBSP,"1001,9",4
2018,6,GLO,SBRF,SBSP,"1009,9",1
2018,6,GLO,SBRF,SBSP,"1029,9",1
2018,6,GLO,SBRF,SBSP,"1042,9",2
2018,6,GLO,SBRF,SBSP,"1048,9",1
2018,6,GLO,SBRF,SBSP,"1074,9",2
2018,6,GLO,SBRF,SBSP,"1095,9",3
2018,6,GLO,SBRF,SBSP,"1129,9",1
2018,6,GLO,SBRF,SBSP,"1150,9",1
2018,6,GLO,SBRF,SBSP,"1180,9",2
2018,6,GLO,SBRF,SBSP,"1191,9",24
2018,6,GLO,SBRF,SBSP,"1235,9",1
2018,6,GLO,SBRF,SBSP,"1240,9",4
2018,6,GLO,SBRF,SBSP,"1246,9",11
2018,6,GLO,SBRF,SBSP,"1295,9",3
2018,6,GLO,SBRF,SBSP,"1310,9",1
2018,6,GLO,SBRF,SBSP,"132,73",3
2018,6,GLO,SBRF,SBSP,"1350,9",1
2018,6,GLO,SBRF,SBSP,"1365,9",2
2018,6,GLO,SBRF,SBSP,"167,73",286
2018,6,GLO,SBRF,SBSP,"179,9",1
2018,6,GLO,SBRF,SBSP,"187,73",1
2018,6,GLO,SBRF,SBSP,"191,9",9
2018,6,GLO,SBRF,SBSP,194,23
2018,6,GLO,SBRF,SBSP,"197,73",5
2018,6,GLO,SBRF,SBSP,"198,84",5
2018,6,GLO,SBRF,SBSP,200,2
2018,6,GLO,SBRF,SBSP,"202,9",12
2018,6,GLO,SBRF,SBSP,203,34
2018,6,GLO,SBRF,SBSP,"203,9",27
2018,6,GLO,SBRF,SBSP,209,3
2018,6,GLO,SBRF,SBSP,"209,9",12
2018,6,GLO,SBRF,SBSP,"210,9",5
2018,6,GLO,SBRF,SBSP,"213,9",1
2018,6,GLO,SBRF,SBSP,"216,9",8
2018,6,GLO,SBRF,SBSP,219,144
2018,6,GLO,SBRF,SBSP,220,435
2018,6,GLO,SBRF,SBSP,"221,9",19
2018,6,GLO,SBRF,SBSP,"224,9",1
2018,6,GLO,SBRF,SBSP,"225,9",33
2018,6,GLO,SBRF,SBSP,"228,9",145
2018,6,GLO,SBRF,SBSP,229,411
2018,6,GLO,SBRF,SBSP,"231,9",12
2018,6,GLO,SBRF,SBSP,"232,73",1
2018,6,GLO,SBRF,SBSP,"233,9",1
2018,6,GLO,SBRF,SBSP,"234,9",1
2018,6,GLO,SBRF,SBSP,240,488
2018,6,GLO,SBRF,SBSP,"240,02",1
2018,6,GLO,SBRF,SBSP,"246,42",3
2018,6,GLO,SBRF,SBSP,"246,9",4
2018,6,GLO,SBRF,SBSP,"247,9",2
2018,6,GLO,SBRF,SBSP,"248,9",3
2018,6,GLO,SBRF,SBSP,249,1
2018,6,GLO,SBRF,SBSP,"249,89",1
2018,6,GLO,SBRF,SBSP,"249,9",290
2018,6,GLO,SBRF,SBSP,"250,9",44
2018,6,GLO,SBRF,SBSP,"252,73",8
2018,6,GLO,SBRF,SBSP,"252,9",4
2018,6,GLO,SBRF,SBSP,"254,9",104
2018,6,GLO,SBRF,SBSP,"257,9",10
2018,6,GLO,SBRF,SBSP,"258,9",18
2018,6,GLO,SBRF,SBSP,"259,9",396
2018,6,GLO,SBRF,SBSP,"260,08",249
2018,6,GLO,SBRF,SBSP,"260,9",5
2018,6,GLO,SBRF,SBSP,"265,9",7
2018,6,GLO,SBRF,SBSP,269,7
2018,6,GLO,SBRF,SBSP,"269,9",11
2018,6,GLO,SBRF,SBSP,"273,9",152
2018,6,GLO,SBRF,SBSP,274,390
2018,6,GLO,SBRF,SBSP,"274,01",1
2018,6,GLO,SBRF,SBSP,"274,02",1
2018,6,GLO,SBRF,SBSP,"274,9",20
2018,6,GLO,SBRF,SBSP,"275,9",125
2018,6,GLO,SBRF,SBSP,"279,9",161
2018,6,GLO,SBRF,SBSP,"280,9",2
2018,6,GLO,SBRF,SBSP,"281,9",14
2018,6,GLO,SBRF,SBSP,"282,9",1
2018,6,GLO,SBRF,SBSP,"283,9",29
2018,6,GLO,SBRF,SBSP,"284,9",259
2018,6,GLO,SBRF,SBSP,"287,9",17
2018,6,GLO,SBRF,SBSP,"288,9",27
2018,6,GLO,SBRF,SBSP,289,306
2018,6,GLO,SBRF,SBSP,"289,9",2
2018,6,GLO,SBRF,SBSP,"295,9",142
2018,6,GLO,SBRF,SBSP,"298,9",7
2018,6,GLO,SBRF,SBSP,"299,9",115
2018,6,GLO,SBRF,SBSP,"300,9",79
2018,6,GLO,SBRF,SBSP,"300,91",2
2018,6,GLO,SBRF,SBSP,"302,9",7
2018,6,GLO,SBRF,SBSP,"304,9",90
2018,6,GLO,SBRF,SBSP,"305,9",8
2018,6,GLO,SBRF,SBSP,"306,9",1
2018,6,GLO,SBRF,SBSP,"307,9",114
2018,6,GLO,SBRF,SBSP,"308,9",256
2018,6,GLO,SBRF,SBSP,"309,9",39
2018,6,GLO,SBRF,SBSP,"310,9",2
2018,6,GLO,SBRF,SBSP,"312,9",2
2018,6,GLO,SBRF,SBSP,"313,9",2
2018,6,GLO,SBRF,SBSP,314,1
2018,6,GLO,SBRF,SBSP,"314,9",119
2018,6,GLO,SBRF,SBSP,"315,9",101
2018,6,GLO,SBRF,SBSP,"316,9",62
2018,6,GLO,SBRF,SBSP,"317,9",3
2018,6,GLO,SBRF,SBSP,"319,9",2
2018,6,GLO,SBRF,SBSP,"320,9",16
2018,6,GLO,SBRF,SBSP,321,118
2018,6,GLO,SBRF,SBSP,"322,9",2
2018,6,GLO,SBRF,SBSP,"324,9",5
2018,6,GLO,SBRF,SBSP,"328,9",148
2018,6,GLO,SBRF,SBSP,329,6
2018,6,GLO,SBRF,SBSP,"329,89",1
2018,6,GLO,SBRF,SBSP,"329,9",204
2018,6,GLO,SBRF,SBSP,"330,9",22
2018,6,GLO,SBRF,SBSP,"332,9",4
2018,6,GLO,SBRF,SBSP,"333,9",4
2018,6,GLO,SBRF,SBSP,334,2
2018,6,GLO,SBRF,SBSP,"334,9",66
2018,6,GLO,SBRF,SBSP,"335,9",12
2018,6,GLO,SBRF,SBSP,"338,9",39
2018,6,GLO,SBRF,SBSP,"339,9",69
2018,6,GLO,SBRF,SBSP,"340,9",2
2018,6,GLO,SBRF,SBSP,"342,9",282
2018,6,GLO,SBRF,SBSP,"343,9",16
2018,6,GLO,SBRF,SBSP,"344,9",123
2018,6,GLO,SBRF,SBSP,"347,9",1
2018,6,GLO,SBRF,SBSP,"350,9",1
2018,6,GLO,SBRF,SBSP,"352,9",1
2018,6,GLO,SBRF,SBSP,"354,9",36
2018,6,GLO,SBRF,SBSP,"355,9",62
2018,6,GLO,SBRF,SBSP,"356,9",120
2018,6,GLO,SBRF,SBSP,"359,9",1
2018,6,GLO,SBRF,SBSP,"360,9",39
2018,6,GLO,SBRF,SBSP,"362,9",37
2018,6,GLO,SBRF,SBSP,"363,9",122
2018,6,GLO,SBRF,SBSP,"364,9",6
2018,6,GLO,SBRF,SBSP,"365,9",3
2018,6,GLO,SBRF,SBSP,"366,9",2
2018,6,GLO,SBRF,SBSP,"367,9",2
2018,6,GLO,SBRF,SBSP,"369,9",5
2018,6,GLO,SBRF,SBSP,"370,9",92
2018,6,GLO,SBRF,SBSP,371,72
2018,6,GLO,SBRF,SBSP,"371,9",21
2018,6,GLO,SBRF,SBSP,"372,9",1
2018,6,GLO,SBRF,SBSP,"375,9",13
2018,6,GLO,SBRF,SBSP,"376,9",78
2018,6,GLO,SBRF,SBSP,"378,9",11
2018,6,GLO,SBRF,SBSP,383,1
2018,6,GLO,SBRF,SBSP,"383,9",44
2018,6,GLO,SBRF,SBSP,"384,9",21
2018,6,GLO,SBRF,SBSP,"385,9",15
2018,6,GLO,SBRF,SBSP,"390,9",3
2018,6,GLO,SBRF,SBSP,"392,9",9
2018,6,GLO,SBRF,SBSP,"393,9",13
2018,6,GLO,SBRF,SBSP,"394,9",6
2018,6,GLO,SBRF,SBSP,"395,9",3
2018,6,GLO,SBRF,SBSP,"396,9",12
2018,6,GLO,SBRF,SBSP,"397,9",105
2018,6,GLO,SBRF,SBSP,"399,9",11
2018,6,GLO,SBRF,SBSP,"401,9",11
2018,6,GLO,SBRF,SBSP,"404,9",58
2018,6,GLO,SBRF,SBSP,"408,9",1
2018,6,GLO,SBRF,SBSP,"409,9",20
2018,6,GLO,SBRF,SBSP,"411,9",39
2018,6,GLO,SBRF,SBSP,"412,9",43
2018,6,GLO,SBRF,SBSP,"414,9",2
2018,6,GLO,SBRF,SBSP,"415,9",23
2018,6,GLO,SBRF,SBSP,"419,9",4
2018,6,GLO,SBRF,SBSP,"420,9",29
2018,6,GLO,SBRF,SBSP,421,65
2018,6,GLO,SBRF,SBSP,"421,9",5
2018,6,GLO,SBRF,SBSP,"422,9",1
2018,6,GLO,SBRF,SBSP,"424,9",8
2018,6,GLO,SBRF,SBSP,"425,9",14
2018,6,GLO,SBRF,SBSP,"426,9",41
2018,6,GLO,SBRF,SBSP,"429,9",2
2018,6,GLO,SBRF,SBSP,"431,9",15
2018,6,GLO,SBRF,SBSP,"433,9",4
2018,6,GLO,SBRF,SBSP,"434,9",2
2018,6,GLO,SBRF,SBSP,"435,9",3
2018,6,GLO,SBRF,SBSP,"437,9",1
2018,6,GLO,SBRF,SBSP,"442,9",1
2018,6,GLO,SBRF,SBSP,"443,9",3
2018,6,GLO,SBRF,SBSP,"445,9",1
2018,6,GLO,SBRF,SBSP,"447,9",4
2018,6,GLO,SBRF,SBSP,"451,9",4
2018,6,GLO,SBRF,SBSP,"453,9",2
2018,6,GLO,SBRF,SBSP,"455,9",3
2018,6,GLO,SBRF,SBSP,"456,9",5
2018,6,GLO,SBRF,SBSP,"458,9",20
2018,6,GLO,SBRF,SBSP,"459,9",36
2018,6,GLO,SBRF,SBSP,"460,9",1
2018,6,GLO,SBRF,SBSP,"461,9",1
2018,6,GLO,SBRF,SBSP,"462,9",7
2018,6,GLO,SBRF,SBSP,"463,9",1
2018,6,GLO,SBRF,SBSP,"467,9",48
2018,6,GLO,SBRF,SBSP,"470,9",16
2018,6,GLO,SBRF,SBSP,"475,9",19
2018,6,GLO,SBRF,SBSP,"476,9",20
2018,6,GLO,SBRF,SBSP,"477,9",10
2018,6,GLO,SBRF,SBSP,"480,9",13
2018,6,GLO,SBRF,SBSP,"482,9",14
2018,6,GLO,SBRF,SBSP,"484,9",6
2018,6,GLO,SBRF,SBSP,"490,9",1
2018,6,GLO,SBRF,SBSP,"499,9",2
2018,6,GLO,SBRF,SBSP,"501,9",6
2018,6,GLO,SBRF,SBSP,"508,9",2
2018,6,GLO,SBRF,SBSP,511,1
2018,6,GLO,SBRF,SBSP,"513,9",20
2018,6,GLO,SBRF,SBSP,"516,9",3
2018,6,GLO,SBRF,SBSP,"517,9",7
2018,6,GLO,SBRF,SBSP,"521,9",1
2018,6,GLO,SBRF,SBSP,"522,9",18
2018,6,GLO,SBRF,SBSP,"523,9",2
2018,6,GLO,SBRF,SBSP,"524,9",1
2018,6,GLO,SBRF,SBSP,"525,9",10
2018,6,GLO,SBRF,SBSP,"530,9",8
2018,6,GLO,SBRF,SBSP,"535,9",12
2018,6,GLO,SBRF,SBSP,"536,9",32
2018,6,GLO,SBRF,SBSP,"537,9",7
2018,6,GLO,SBRF,SBSP,"539,88",1
2018,6,GLO,SBRF,SBSP,"539,9",27
2018,6,GLO,SBRF,SBSP,"549,9",3
2018,6,GLO,SBRF,SBSP,"552,9",1
2018,6,GLO,SBRF,SBSP,"565,9",1
2018,6,GLO,SBRF,SBSP,"566,9",2
2018,6,GLO,SBRF,SBSP,"572,9",2
2018,6,GLO,SBRF,SBSP,"574,9",3
2018,6,GLO,SBRF,SBSP,"585,9",2
2018,6,GLO,SBRF,SBSP,"587,9",1
2018,6,GLO,SBRF,SBSP,"589,9",3
2018,6,GLO,SBRF,SBSP,"591,9",35
2018,6,GLO,SBRF,SBSP,"594,9",14
2018,6,GLO,SBRF,SBSP,"598,9",2
2018,6,GLO,SBRF,SBSP,"614,9",5
2018,6,GLO,SBRF,SBSP,"615,9",1
2018,6,GLO,SBRF,SBSP,"625,9",2
2018,6,GLO,SBRF,SBSP,"627,9",3
2018,6,GLO,SBRF,SBSP,"630,9",4
2018,6,GLO,SBRF,SBSP,"634,9",34
2018,6,GLO,SBRF,SBSP,"641,9",6
2018,6,GLO,SBRF,SBSP,"644,9",2
2018,6,GLO,SBRF,SBSP,"667,9",1
2018,6,GLO,SBRF,SBSP,"669,9",5
2018,6,GLO,SBRF,SBSP,"675,9",7
2018,6,GLO,SBRF,SBSP,"67,73",5
2018,6,GLO,SBRF,SBSP,"678,9",1
2018,6,GLO,SBRF,SBSP,"681,9",6
2018,6,GLO,SBRF,SBSP,"682,9",1
2018,6,GLO,SBRF,SBSP,"685,9",2
2018,6,GLO,SBRF,SBSP,"686,9",2
2018,6,GLO,SBRF,SBSP,"689,9",9
2018,6,GLO,SBRF,SBSP,"693,9",13
2018,6,GLO,SBRF,SBSP,"696,9",5
2018,6,GLO,SBRF,SBSP,"697,9",4
2018,6,GLO,SBRF,SBSP,"704,9",14
2018,6,GLO,SBRF,SBSP,"705,9",2
2018,6,GLO,SBRF,SBSP,"722,9",3
2018,6,GLO,SBRF,SBSP,"726,9",22
2018,6,GLO,SBRF,SBSP,"730,9",2
2018,6,GLO,SBRF,SBSP,"733,9",2
2018,6,GLO,SBRF,SBSP,"738,9",1
2018,6,GLO,SBRF,SBSP,"741,9",2
2018,6,GLO,SBRF,SBSP,"748,9",9
2018,6,GLO,SBRF,SBSP,"756,9",34
2018,6,GLO,SBRF,SBSP,"759,9",11
2018,6,GLO,SBRF,SBSP,"766,9",2
2018,6,GLO,SBRF,SBSP,"780,9",1
2018,6,GLO,SBRF,SBSP,"781,9",25
2018,6,GLO,SBRF,SBSP,"784,9",4
2018,6,GLO,SBRF,SBSP,"791,9",2
2018,6,GLO,SBRF,SBSP,"798,9",12
2018,6,GLO,SBRF,SBSP,"802,9",14
2018,6,GLO,SBRF,SBSP,"803,9",6
2018,6,GLO,SBRF,SBSP,"808,9",10
2018,6,GLO,SBRF,SBSP,"811,9",18
2018,6,GLO,SBRF,SBSP,"812,9",5
2018,6,GLO,SBRF,SBSP,"816,9",1
2018,6,GLO,SBRF,SBSP,"821,9",1
2018,6,GLO,SBRF,SBSP,"842,9",4
2018,6,GLO,SBRF,SBSP,"843,9",2
2018,6,GLO,SBRF,SBSP,"853,9",12
2018,6,GLO,SBRF,SBSP,"854,9",4
2018,6,GLO,SBRF,SBSP,"857,9",8
2018,6,GLO,SBRF,SBSP,"858,9",4
2018,6,GLO,SBRF,SBSP,"863,9",6
2018,6,GLO,SBRF,SBSP,"867,9",8
2018,6,GLO,SBRF,SBSP,"868,9",12
2018,6,GLO,SBRF,SBSP,"876,9",1
2018,6,GLO,SBRF,SBSP,"882,9",2
2018,6,GLO,SBRF,SBSP,"888,9",12
2018,6,GLO,SBRF,SBSP,"893,9",2
2018,6,GLO,SBRF,SBSP,"897,9",1
2018,6,GLO,SBRF,SBSP,"914,9",2
2018,6,GLO,SBRF,SBSP,"916,9",1
2018,6,GLO,SBRF,SBSP,"923,9",20
2018,6,GLO,SBRF,SBSP,"937,9",3
2018,6,GLO,SBRF,SBSP,"943,9",3
2018,6,GLO,SBRF,SBSP,"946,9",8
2018,6,GLO,SBRF,SBSP,"958,9",4
2018,6,GLO,SBRF,SBSP,"968,9",1
2018,6,GLO,SBRF,SBSP,"974,9",3
2018,6,ONE,SBRF,SBSP,"1014,98",1
2018,6,ONE,SBRF,SBSP,219,2
2018,6,ONE,SBRF,SBSP,"224,87",43
2018,6,ONE,SBRF,SBSP,"224,94",13
2018,6,ONE,SBRF,SBSP,"224,99",4
2018,6,ONE,SBRF,SBSP,225,45
2018,6,ONE,SBRF,SBSP,"225,01",5
2018,6,ONE,SBRF,SBSP,"225,02",1
2018,6,ONE,SBRF,SBSP,"225,04",1
2018,6,ONE,SBRF,SBSP,"225,06",7
2018,6,ONE,SBRF,SBSP,"225,13",8
2018,6,ONE,SBRF,SBSP,"226,37",1
2018,6,ONE,SBRF,SBSP,"228,09",1
2018,6,ONE,SBRF,SBSP,"230,03",1
2018,6,ONE,SBRF,SBSP,"238,5",3
2018,6,ONE,SBRF,SBSP,"240,96",2
2018,6,ONE,SBRF,SBSP,"249,02",4
2018,6,ONE,SBRF,SBSP,"258,99",8
2018,6,ONE,SBRF,SBSP,259,2
2018,6,ONE,SBRF,SBSP,"261,75",1
2018,6,ONE,SBRF,SBSP,265,26
2018,6,ONE,SBRF,SBSP,"265,01",3
2018,6,ONE,SBRF,SBSP,"265,06",1
2018,6,ONE,SBRF,SBSP,"265,11",1
2018,6,ONE,SBRF,SBSP,"268,03",1
2018,6,ONE,SBRF,SBSP,"268,89",9
2018,6,ONE,SBRF,SBSP,"268,96",1
2018,6,ONE,SBRF,SBSP,"268,99",2
2018,6,ONE,SBRF,SBSP,269,41
2018,6,ONE,SBRF,SBSP,"269,02",1
2018,6,ONE,SBRF,SBSP,"269,03",8
2018,6,ONE,SBRF,SBSP,"269,06",3
2018,6,ONE,SBRF,SBSP,"269,13",3
2018,6,ONE,SBRF,SBSP,"278,02",1
2018,6,ONE,SBRF,SBSP,"294,91",2
2018,6,ONE,SBRF,SBSP,"294,97",1
2018,6,ONE,SBRF,SBSP,"299,25",1
2018,6,ONE,SBRF,SBSP,309,1
2018,6,ONE,SBRF,SBSP,315,7
2018,6,ONE,SBRF,SBSP,"315,01",3
2018,6,ONE,SBRF,SBSP,"317,99",1
2018,6,ONE,SBRF,SBSP,318,2
2018,6,ONE,SBRF,SBSP,"321,87",2
2018,6,ONE,SBRF,SBSP,"323,99",2
2018,6,ONE,SBRF,SBSP,324,7
2018,6,ONE,SBRF,SBSP,"338,97",2
2018,6,ONE,SBRF,SBSP,339,11
2018,6,ONE,SBRF,SBSP,"343,94",3
2018,6,ONE,SBRF,SBSP,349,5
2018,6,ONE,SBRF,SBSP,"349,01",1
2018,6,ONE,SBRF,SBSP,374,1
2018,6,ONE,SBRF,SBSP,"374,99",1
2018,6,ONE,SBRF,SBSP,385,6
2018,6,ONE,SBRF,SBSP,"385,01",1
2018,6,ONE,SBRF,SBSP,394,2
2018,6,ONE,SBRF,SBSP,398,2
2018,6,ONE,SBRF,SBSP,"398,99",7
2018,6,ONE,SBRF,SBSP,399,2
2018,6,ONE,SBRF,SBSP,408,3
2018,6,ONE,SBRF,SBSP,435,2
2018,6,ONE,SBRF,SBSP,448,1
2018,6,ONE,SBRF,SBSP,"454,97",1
2018,6,ONE,SBRF,SBSP,"458,98",1
2018,6,ONE,SBRF,SBSP,"474,99",2
2018,6,ONE,SBRF,SBSP,475,4
2018,6,ONE,SBRF,SBSP,"528,98",3
2018,6,ONE,SBRF,SBSP,529,2
2018,6,ONE,SBRF,SBSP,"533,88",1
2018,6,ONE,SBRF,SBSP,"588,94",1
2018,6,ONE,SBRF,SBSP,625,1
2018,6,ONE,SBRF,SBSP,"625,01",2
2018,6,ONE,SBRF,SBSP,"669,02",1
2018,6,TAM,SBRF,SBSP,"173,5",2
2018,6,TAM,SBRF,SBSP,192,7
2018,6,TAM,SBRF,SBSP,"192,5",8
2018,6,TAM,SBRF,SBSP,"192,51",1
2018,6,TAM,SBRF,SBSP,194,1
2018,6,TAM,SBRF,SBSP,"195,7",15
2018,6,TAM,SBRF,SBSP,"198,5",1
2018,6,TAM,SBRF,SBSP,"200,9",2
2018,6,TAM,SBRF,SBSP,"202,5",2
2018,6,TAM,SBRF,SBSP,"202,9",1
2018,6,TAM,SBRF,SBSP,203,1
2018,6,TAM,SBRF,SBSP,"203,8",2
2018,6,TAM,SBRF,SBSP,"203,9",11
2018,6,TAM,SBRF,SBSP,204,4
2018,6,TAM,SBRF,SBSP,206,24
2018,6,TAM,SBRF,SBSP,"210,9",3
2018,6,TAM,SBRF,SBSP,"212,5",2
2018,6,TAM,SBRF,SBSP,214,1
2018,6,TAM,SBRF,SBSP,215,55
2018,6,TAM,SBRF,SBSP,"215,91",6
2018,6,TAM,SBRF,SBSP,216,2
2018,6,TAM,SBRF,SBSP,"216,5",1
2018,6,TAM,SBRF,SBSP,"216,9",1
2018,6,TAM,SBRF,SBSP,220,24
2018,6,TAM,SBRF,SBSP,"223,9",175
2018,6,TAM,SBRF,SBSP,225,14
2018,6,TAM,SBRF,SBSP,"225,81",1
2018,6,TAM,SBRF,SBSP,226,2
2018,6,TAM,SBRF,SBSP,"228,9",422
2018,6,TAM,SBRF,SBSP,"228,91",1
2018,6,TAM,SBRF,SBSP,229,74
2018,6,TAM,SBRF,SBSP,"233,9",1
2018,6,TAM,SBRF,SBSP,234,33
2018,6,TAM,SBRF,SBSP,"234,01",1
2018,6,TAM,SBRF,SBSP,"237,91",1
2018,6,TAM,SBRF,SBSP,239,3
2018,6,TAM,SBRF,SBSP,"239,9",88
2018,6,TAM,SBRF,SBSP,"242,1",1
2018,6,TAM,SBRF,SBSP,243,12
2018,6,TAM,SBRF,SBSP,"243,01",1
2018,6,TAM,SBRF,SBSP,"247,41",13
2018,6,TAM,SBRF,SBSP,"249,9",22
2018,6,TAM,SBRF,SBSP,"250,9",17
2018,6,TAM,SBRF,SBSP,"251,91",2
2018,6,TAM,SBRF,SBSP,252,1
2018,6,TAM,SBRF,SBSP,253,4
2018,6,TAM,SBRF,SBSP,254,1
2018,6,TAM,SBRF,SBSP,261,1
2018,6,TAM,SBRF,SBSP,"263,4",2
2018,6,TAM,SBRF,SBSP,"268,8",1
2018,6,TAM,SBRF,SBSP,"268,9",2
2018,6,TAM,SBRF,SBSP,269,104
2018,6,TAM,SBRF,SBSP,271,6
2018,6,TAM,SBRF,SBSP,"271,5",2
2018,6,TAM,SBRF,SBSP,"273,9",32
2018,6,TAM,SBRF,SBSP,274,3
2018,6,TAM,SBRF,SBSP,"274,9",352
2018,6,TAM,SBRF,SBSP,"274,91",1
2018,6,TAM,SBRF,SBSP,275,16
2018,6,TAM,SBRF,SBSP,"275,31",1
2018,6,TAM,SBRF,SBSP,278,1
2018,6,TAM,SBRF,SBSP,"278,9",32
2018,6,TAM,SBRF,SBSP,279,1
2018,6,TAM,SBRF,SBSP,"279,9",24
2018,6,TAM,SBRF,SBSP,"279,91",1
2018,6,TAM,SBRF,SBSP,283,1
2018,6,TAM,SBRF,SBSP,"283,71",4
2018,6,TAM,SBRF,SBSP,"283,9",62
2018,6,TAM,SBRF,SBSP,"287,91",1
2018,6,TAM,SBRF,SBSP,288,7
2018,6,TAM,SBRF,SBSP,"288,81",1
2018,6,TAM,SBRF,SBSP,"288,9",2
2018,6,TAM,SBRF,SBSP,289,2
2018,6,TAM,SBRF,SBSP,"289,9",11
2018,6,TAM,SBRF,SBSP,293,1
2018,6,TAM,SBRF,SBSP,"294,9",2
2018,6,TAM,SBRF,SBSP,"295,9",1
2018,6,TAM,SBRF,SBSP,"299,9",2
2018,6,TAM,SBRF,SBSP,"300,9",12
2018,6,TAM,SBRF,SBSP,301,1
2018,6,TAM,SBRF,SBSP,"301,9",14
2018,6,TAM,SBRF,SBSP,"305,9",12
2018,6,TAM,SBRF,SBSP,308,2
